小区,户型,面积,地段,单价,总价,楼层,建成时间,有地铁
转山小区 , 2室1厅 , 43.66平米 ,中南,11453.0,50.0,6,1990,False
小平岛亲海园 , 2室2厅 , 116平米 ,小平岛,18104.0,210.0,9,2007,False
金源南里 , 2室1厅 , 71.11平米 ,金源,6329.0,45.0,5,2001,False
软件园小区 , 1室1厅 , 40.91平米 ,软件园,13445.0,55.0,6,2000,False
金广东海岸 , 3室1厅 , 152.83平米 ,华乐,20612.0,315.0,26,2009,True
孙家沟 , 1室0厅 , 33.2平米 ,孙家沟,10844.0,36.0,4,1990,True
金源花园小区 , 3室2厅 , 135.86平米 ,站前,6772.0,92.0,7,2003,False
金玉星海 , 3室1厅 , 180.13平米 ,星海广场,12658.0,228.0,29,2005,True
万科朗润园 , 3室2厅 , 123.39平米 ,魅力之城,14183.0,175.0,9,2015,False
浪花街 , 2室1厅 , 73.97平米 ,黑石礁,10545.0,78.0,6,1991,True
名贵山庄金盛园 , 2室1厅 , 114.2平米 ,名贵,15324.0,175.0,6,2004,True
泡崖美林园 , 2室1厅 , 61.26平米 ,美林园,8407.0,51.5,7,2003,False
体育场小区 , 2室2厅 , 100.06平米 ,碧海,7396.0,74.0,6,1996,False
港湾观海 , 2室1厅 , 61平米 ,金湾新城,7869.0,48.0,9,2013,False
玉浓街 , 2室1厅 , 61.16平米 ,泡崖八区,7849.0,48.0,6,2002,False
月恒花园 , 3室2厅 , 128.9平米 ,三八南,29481.0,380.0,4,2001,False
锦江园 , 2室2厅 , 92.1平米 ,锦绣,8144.0,75.0,7,1996,False
德泰时代广场 , 1室1厅 , 55.8平米 ,红梅翠竹,10395.0,58.0,32,2014,True
鼎新悦府 , 3室3厅 , 82.38平米 ,锦绣,24035.0,198.0,4,2012,False
千山心城 , 3室1厅 , 80.75平米 ,山东路,10527.0,85.0,6,2003,False
德源筑座 , 1室0厅 , 44.18平米 ,和平广场,16750.0,74.0,6,2009,True
世元国际公寓 , 1室0厅 , 56.67平米 ,红梅翠竹,10059.0,57.0,30,2009,True
壹品星海公寓 , 1室1厅 , 59.64平米 ,星海广场,15091.0,90.0,25,2003,True
金元小区 , 3室2厅 , 104.17平米 ,金润,5741.0,59.8,8,1999,True
新星绿城五期 , 1室2厅 , 48.18平米 ,辛寨子,10897.0,52.5,9,2009,False
龙畔金泉二期 , 3室2厅 , 63.15平米 ,泉水龙畔金泉,11877.0,75.0,6,2014,False
府佳名都 , 2室2厅 , 77.9平米 ,促进路,13094.0,102.0,7,2002,True
深蓝中心 , 4室2厅 , 230.79平米 ,和平广场,19975.0,461.0,37,2012,True
唯美品格 , 3室2厅 , 108.92平米 ,大纺,29380.0,320.0,5,2009,True
龙江路（学府商圈） , 3室2厅 , 89.28平米 ,软件园,9745.0,87.0,5,1992,True
壹品星海一期 , 3室2厅 , 161.72平米 ,星海广场,21024.0,340.0,33,2005,True
颐和星海 , 3室2厅 , 143平米 ,黑石礁,24476.0,350.0,36,2013,True
东城天下 , 2室1厅 , 76.09平米 ,东城,8543.0,65.0,6,2005,False
远洋广场 , 2室1厅 , 77.55平米 ,华南,17409.0,135.0,29,2012,True
锦华北园 , 3室2厅 , 132.87平米 ,锦绣,13472.0,179.0,6,2002,True
万达华府二期 , 2室1厅 , 109平米 ,华府,21101.0,230.0,24,2007,True
北府花园 , 3室2厅 , 137.73平米 ,华南,14013.0,193.0,5,2006,True
万国宫馆一期 , 2室1厅 , 88.12平米 ,红梅翠竹,13051.0,115.0,31,2009,False
玉丽街 , 3室2厅 , 125.81平米 ,泡崖八区,9141.0,115.0,7,2002,False
华乐环海花园 , 2室2厅 , 120.38平米 ,华乐,20353.0,245.0,5,2004,True
亲亲家园 , 3室2厅 , 108.22平米 ,西山水库,13492.0,146.0,6,2004,True
孙家沟 , 2室1厅 , 62.48平米 ,孙家沟,12324.0,77.0,6,1990,False
中心裕景 , 3室1厅 , 120.71平米 ,英华街,22202.0,268.0,43,2012,True
城润万家 , 2室1厅 , 94.45平米 ,城润,7941.0,75.0,31,2008,True
龙畔金泉五期K2区 , 2室1厅 , 73.39平米 ,泉水龙畔金泉,11991.0,88.0,6,2008,False
晶品森岚 , 2室1厅 , 67.38平米 ,万科假日,12616.0,85.0,15,2009,False
全统西山丽水 , 3室2厅 , 109.68平米 ,万科假日,15044.0,165.0,9,2009,False
东方星海 , 2室1厅 , 85.56平米 ,星海广场,15428.0,132.0,30,2009,True
生辉第一城 , 3室2厅 , 123.75平米 ,城润,7516.0,93.0,30,2007,True
亿达杰特 , 3室1厅 , 90.44平米 ,星海广场,17581.0,159.0,34,2008,True
绿洲半岛北岸 , 2室1厅 , 60.78平米 ,海富,6993.0,42.5,26,2007,False
君悦豪庭 , 2室1厅 , 93平米 ,红梅翠竹,7527.0,70.0,28,2004,True
美域盛景 , 2室1厅 , 91.99平米 ,美域盛景,11197.0,103.0,20,2008,False
柏悦国际公寓 , 2室1厅 , 56平米 ,万达,13750.0,77.0,31,2012,True
福佳绿都 , 2室1厅 , 85.44平米 ,金三角,22238.0,190.0,16,2008,False
瑞丰园 , 2室1厅 , 102.86平米 ,万达,14097.0,145.0,7,2005,True
桃山小区 , 2室1厅 , 70.57平米 ,孙家沟,9070.0,64.0,7,1998,False
兴业广场 , 3室0厅 , 43平米 ,北京公园,14884.0,64.0,6,2004,False
孙家沟 , 2室1厅 , 62.48平米 ,孙家沟,12324.0,77.0,6,1990,False
颐和星海 , 3室2厅 , 143平米 ,黑石礁,24476.0,350.0,36,2013,True
华乐环海花园 , 2室2厅 , 120.38平米 ,华乐,20353.0,245.0,5,2004,True
亲亲家园 , 3室2厅 , 108.22平米 ,西山水库,13492.0,146.0,6,2004,True
壹品天城 , 2室2厅 , 95.71平米 ,大纺,24449.0,234.0,18,2011,False
万福居 , 2室2厅 , 77.78平米 ,鹏辉,16071.0,125.0,5,2006,False
彩虹园 , 2室2厅 , 75.49平米 ,马栏,10333.0,78.0,6,2000,True
幸福e家五期 , 2室2厅 , 108平米 ,幸福e家,30093.0,325.0,24,2009,True
翠竹小区 , 4室3厅 , 133.53平米 ,红梅翠竹,7864.0,105.0,7,1996,False
星海大观 , 5室2厅 , 277.2平米 ,星海广场,19842.0,550.0,50,2010,True
红星海世界观五期青屿蓝 , 6室3厅 , 153.89平米 ,红星海,24693.0,380.0,5,2012,False
亿达国际新城 , 3室2厅 , 145.45平米 ,软件园,22689.0,330.0,13,2004,False
新希望花园 , 4室2厅 , 172.25平米 ,和平广场,17417.0,300.0,7,2003,True
通海花园 , 3室2厅 , 154.08平米 ,孙家沟,18173.0,280.0,6,2002,True
绿波花园 , 3室2厅 , 118.76平米 ,绿波,12210.0,145.0,6,2001,False
半岛听涛 , 3室2厅 , 191.59平米 ,星海广场,23488.0,450.0,31,2007,True
幸福e家四期 , 4室2厅 , 136.44平米 ,幸福e家,39872.0,544.0,5,2007,False
深蓝半英里 , 2室1厅 , 90.41平米 ,海富,9513.0,86.0,18,2007,False
聚鑫小区一期 , 2室1厅 , 68平米 ,金纺,7280.0,49.5,8,1996,True
海昌欣城 , 6室2厅 , 304平米 ,华乐,13816.0,420.0,12,2002,False
华中街 , 1室1厅 , 37.08平米 ,山东路,8361.0,31.0,7,1986,True
连胜巷 , 2室1厅 , 52.04平米 ,青云街,9993.0,52.0,5,1990,False
马栏小学南 , 2室1厅 , 78.48平米 ,马栏,9684.0,76.0,7,1995,True
杭州街 , 2室1厅 , 68.34平米 ,黑石礁,8122.0,55.5,7,1990,True
刘家桥 , 2室0厅 , 44.9平米 ,春柳,9800.0,44.0,5,1999,False
今都小区 , 1室1厅 , 66.07平米 ,华东,9990.0,66.0,20,2008,False
春柳园 , 1室1厅 , 63.36平米 ,春柳,10228.0,64.8,7,1994,False
兴华路 , 2室1厅 , 52.54平米 ,山东路,8565.0,45.0,6,1989,True
苍山路 , 1室1厅 , 41.44平米 ,山东路,8808.0,36.5,7,1989,True
华北路（甘） , 2室1厅 , 80.51平米 ,周水子,10186.0,82.0,7,1990,False
东方圣荷西 , 4室3厅 , 154.51平米 ,软件园,25824.0,399.0,29,2008,False
中铁十三局 , 2室1厅 , 60.02平米 ,侯家沟,10830.0,65.0,7,1993,False
亿达杰特 , 1室0厅 , 37.89平米 ,星海广场,16364.0,62.0,34,2005,True
锦云南园 , 2室1厅 , 56.25平米 ,锦绣,11289.0,63.5,7,1996,False
春田馥园 , 5室3厅 , 147.14平米 ,辛寨子,21748.0,320.0,5,2011,False
香炉礁 , 1室1厅 , 50.17平米 ,香炉礁,12319.0,61.8,5,1989,True
万达华府二期 , 1室0厅 , 49.86平米 ,华府,17249.0,86.0,24,2007,True
万达华府二期 , 1室1厅 , 48.05平米 ,华府,18731.0,90.0,30,2007,True
金湾山城 , 2室1厅 , 78.44平米 ,金湾新城,7905.0,62.0,16,2018,False
泡崖一区 , 3室1厅 , 82.2平米 ,泡崖市场,10195.0,83.8,7,1993,False
欧尚广场 , 2室1厅 , 70.15平米 ,泉水龙畔金泉,13828.0,97.0,27,2014,False
半岛故乡 , 3室2厅 , 135.25平米 ,新起屯,15305.0,207.0,6,2002,False
古城丙区 , 2室1厅 , 78.63平米 ,古城汇金,6995.0,55.0,7,1997,False
远洋时代城一期 , 3室2厅 , 125.94平米 ,高城山,7623.0,96.0,22,2012,False
科宏花园 , 2室1厅 , 65.97平米 ,星海广场,12430.0,82.0,6,2000,True
红星海世界观五期岚谷 , 2室1厅 , 76.59平米 ,红星海,14624.0,112.0,11,2012,False
和平现代城 , 3室2厅 , 134平米 ,和平广场,15672.0,210.0,19,2005,True
倚山里小区 , 2室1厅 , 65.2平米 ,倚山里,6749.0,44.0,6,1996,False
新昌街 , 1室1厅 , 34.84平米 ,新起屯,10046.0,35.0,6,1996,False
远洋自然 , 2室1厅 , 105平米 ,华南,13810.0,145.0,26,2010,True
湾里南小区 , 2室1厅 , 77.22平米 ,金湾新城,8159.0,63.0,15,2003,False
东港第 , 2室2厅 , 88.74平米 ,华乐,29863.0,265.0,28,2015,True
金源北里安居小区 , 2室1厅 , 56.33平米 ,金源,7634.0,43.0,6,1999,False
第五郡四号地 , 4室2厅 , 89.98平米 ,第五郡,37787.0,340.0,5,2010,False
远洋钻石湾一期 , 6室3厅 , 115.98平米 ,鹏辉,26643.0,309.0,11,2015,False
大华锦绣华城四期 , 6室2厅 , 99.35平米 ,庙岭,27177.0,270.0,30,2015,False
万科蓝山 , 6室3厅 , 130平米 ,促进路,27385.0,356.0,9,2015,True
东方圣荷西 , 4室2厅 , 237.68平米 ,软件园,16830.0,400.0,31,2008,False
青松南里 , 3室2厅 , 127.56平米 ,红梅翠竹,5567.0,71.0,32,2003,False
马栏北街 , 2室1厅 , 46.67平米 ,马栏,9000.0,42.0,6,1994,True
千山心城 , 3室2厅 , 106.82平米 ,山东路,12919.0,138.0,6,2003,False
岭湾峰尚一期 , 1室1厅 , 53.67平米 ,杏花里,7081.0,38.0,18,2009,False
桃山小区 , 2室1厅 , 52.23平米 ,孙家沟,7238.0,37.8,7,1998,False
春柳河小区 , 3室2厅 , 134.87平米 ,促进路,9491.0,128.0,6,2001,False
39中金域朝阳 , 2室1厅 , 51平米 ,三八南,16275.0,83.0,7,2000,True
彩虹园 , 2室1厅 , 70.12平米 ,马栏,9983.0,70.0,7,2003,False
锦云中园 , 2室2厅 , 87.08平米 ,锦绣,9417.0,82.0,7,1996,False
嘉安边防家园 , 3室1厅 , 139.33平米 ,美林园,9905.0,138.0,10,2009,False
华录园 , 2室1厅 , 65.08平米 ,万达,11217.0,73.0,7,1995,True
刘家桥 , 1室1厅 , 32.45平米 ,春柳,16179.0,52.5,7,1985,True
星海国际金融中心 , 5室2厅 , 429.74平米 ,星海广场,23270.0,1000.0,40,2013,False
星海国际金融中心 , 5室2厅 , 424.8平米 ,星海广场,23541.0,1000.0,40,2013,True
壹品星海一期 , 4室2厅 , 175.17平米 ,星海广场,24263.0,425.0,33,2005,True
德源 , 3室2厅 , 174.09平米 ,和平广场,26998.0,470.0,6,2008,True
一方公馆 , 4室2厅 , 348平米 ,星海广场,45978.0,1600.0,28,2011,True
电业逸彩园 , 3室2厅 , 111.64平米 ,马栏,14243.0,159.0,6,2002,True
鹏辉新世纪 , 1室1厅 , 59.41平米 ,鹏辉,16260.0,96.6,6,2004,False
泡崖美林园 , 2室1厅 , 61.54平米 ,美林园,9263.0,57.0,7,2003,False
万国宫馆一期 , 2室1厅 , 83.49平米 ,红梅翠竹,12936.0,108.0,31,2009,False
远洋时代城三期 , 1室1厅 , 55.03平米 ,高城山,7633.0,42.0,14,2012,False
东城天下 , 2室1厅 , 58.07平米 ,东城,8576.0,49.8,4,2005,False
叠翠骏景 , 1室2厅 , 62.3平米 ,叠翠,9471.0,59.0,5,2007,False
兰丰巷 , 2室1厅 , 57.04平米 ,马栏,10484.0,59.8,7,1992,True
颐和星海 , 2室1厅 , 89.89平米 ,黑石礁,24475.0,220.0,37,2013,True
交通大学 , 2室1厅 , 53.98平米 ,辽师,10375.0,56.0,6,1995,True
柳华街 , 3室1厅 , 75.55平米 ,春柳,11913.0,90.0,7,1992,False
叠翠骏景 , 1室2厅 , 62.3平米 ,叠翠,9471.0,59.0,5,2007,False
刘家桥 , 1室1厅 , 35.81平米 ,春柳,9355.0,33.5,7,1990,False
东城天下 , 2室1厅 , 58.07平米 ,东城,8576.0,49.8,4,2005,False
远洋广场 , 2室1厅 , 89.63平米 ,华南,15598.0,139.8,26,2012,True
生辉第一城 , 2室1厅 , 54.79平米 ,城润,10951.0,60.0,18,2007,True
南沙 , 2室1厅 , 54.1平米 ,南沙,9594.0,51.9,6,1995,False
卡纳意乡 , 4室2厅 , 165.85平米 ,景山,18391.0,305.0,6,2012,False
东方圣荷西 , 4室2厅 , 237平米 ,软件园,20254.0,480.0,31,2008,False
锦绣园 , 3室2厅 , 146.5平米 ,锦绣,8806.0,129.0,7,2001,False
锦霞北园 , 2室1厅 , 61.43平米 ,锦绣,9849.0,60.5,8,1999,True
杏环街 , 1室1厅 , 48.95平米 ,八一路,9194.0,45.0,7,1994,False
润德广场 , 1室0厅 , 47.27平米 ,北京公园,13963.0,66.0,34,2011,True
天源山庄 , 2室1厅 , 83.59平米 ,石道街,7896.0,66.0,7,1997,False
永安小区 , 2室1厅 , 44.97平米 ,古城汇金,5782.0,26.0,7,1999,False
和嘉佳园 , 2室0厅 , 49.25平米 ,站前,6092.0,30.0,18,2009,False
泡崖四区 , 2室1厅 , 51.99平米 ,泡崖四区,9041.0,47.0,6,2002,False
金连福地 , 1室1厅 , 42.6平米 ,站前,6339.0,27.0,18,2010,False
泡崖四区 , 1室1厅 , 43.41平米 ,泡崖四区,9906.0,43.0,6,2002,False
西苑小区 , 2室2厅 , 80.5平米 ,马栏,12174.0,98.0,7,1997,True
康居小区 , 2室1厅 , 66.16平米 ,金润,5895.0,39.0,6,1998,True
葵花街 , 2室1厅 , 74.31平米 ,武昌街,10699.0,79.5,6,1980,False
格林小镇 , 2室2厅 , 64.9平米 ,东山,6472.0,42.0,7,2003,False
马栏小学南 , 2室1厅 , 50.63平米 ,马栏,10271.0,52.0,7,1995,True
马栏广场东 , 1室1厅 , 40.39平米 ,马栏,12677.0,51.2,7,1995,True
岗盛里小区 , 1室1厅 , 43平米 ,东山,6977.0,30.0,8,1998,False
武汉街（中山友好商圈） , 2室1厅 , 66平米 ,南山,12879.0,85.0,6,1991,True
彩虹园 , 2室1厅 , 57.41平米 ,马栏,10800.0,62.0,7,2003,False
锦云中园 , 1室1厅 , 50.16平米 ,锦绣,9171.0,46.0,7,1996,False
侯二小区 , 2室1厅 , 63.72平米 ,侯家沟,8475.0,54.0,7,1993,True
北京街北 , 2室1厅 , 70.18平米 ,北京公园,11115.0,78.0,7,1992,True
泡崖美林园 , 2室2厅 , 88.53平米 ,美林园,10110.0,89.5,7,2003,False
台山 , 2室1厅 , 53.47平米 ,南沙,11035.0,59.0,7,1995,False
工人村 , 2室1厅 , 60.9平米 ,香炉礁,9196.0,56.0,7,1980,True
宏孚小区 , 2室1厅 , 65平米 ,华东,8462.0,55.0,7,1995,False
彩虹园 , 2室1厅 , 51.78平米 ,马栏,9464.0,49.0,7,2000,True
南沙 , 2室1厅 , 70.89平米 ,南沙,11003.0,78.0,7,1995,False
东电小区 , 2室1厅 , 78.07平米 ,学府,15884.0,124.0,5,1998,True
秀山路 , 2室1厅 , 55.19平米 ,山东路,9604.0,53.0,7,1986,True
绿波小区 , 1室1厅 , 49.47平米 ,绿波,9097.0,45.0,7,1998,False
34中 , 2室1厅 , 79.91平米 ,唐山街,30660.0,245.0,5,1995,True
双兴街 , 1室1厅 , 37.19平米 ,大菜市,12101.0,45.0,6,1995,False
西南路（辽师商圈） , 2室1厅 , 51.63平米 ,辽师,10653.0,55.0,8,1991,True
泡崖三区 , 2室1厅 , 66.23平米 ,泡崖市场,9060.0,60.0,7,1995,False
泡崖七区 , 2室1厅 , 60.89平米 ,泡崖市场,10183.0,62.0,6,2000,False
交通大学 , 1室1厅 , 37.01平米 ,辽师,11889.0,44.0,7,1995,True
泡崖康顺园 , 2室1厅 , 52.36平米 ,泡崖八区,8595.0,45.0,7,2007,False
马栏北街 , 2室1厅 , 49.24平米 ,马栏,8327.0,41.0,5,1994,True
华中街 , 2室1厅 , 53.54平米 ,山东路,9619.0,51.5,7,1986,True
中体奥林匹克花园 , 2室2厅 , 93.11平米 ,溪之谷,7196.0,67.0,14,2015,False
北甸街 , 2室1厅 , 62.4平米 ,辽师,11026.0,68.8,7,1996,True
39中爱阳街 , 2室1厅 , 46.31平米 ,三八南,19867.0,92.0,7,1993,True
兰亭山水 , 3室2厅 , 80.21平米 ,星海人家商圈,19699.0,158.0,6,2003,True
前程街 , 3室1厅 , 132.19平米 ,马栏,7263.0,96.0,7,2000,True
东城天下 , 2室1厅 , 98.56平米 ,东城,9335.0,92.0,18,2005,False
星苑小区 , 1室1厅 , 48.97平米 ,孙家沟,12866.0,63.0,8,1994,False
锦泉源D2区 , 2室1厅 , 80.88平米 ,锦泉源,11994.0,97.0,9,2005,True
明秀山庄B区 , 2室1厅 , 73.95平米 ,秀月,29074.0,215.0,31,2008,False
金源花园小区 , 2室2厅 , 106.21平米 ,站前,6403.0,68.0,6,2000,False
鹏顺园 , 3室2厅 , 125.16平米 ,幸福e家,20614.0,258.0,6,2001,False
锦霞南园 , 1室2厅 , 54.56平米 ,锦绣,11181.0,61.0,7,1998,True
宏意小区 , 2室1厅 , 75.12平米 ,金华,6923.0,52.0,6,2009,False
绿波小区 , 2室2厅 , 78.66平米 ,绿波,9535.0,75.0,7,1998,False
星海造船楼 , 2室1厅 , 64.45平米 ,和平广场,11637.0,75.0,7,1996,True
千山路 , 3室1厅 , 106.84平米 ,山东路,8892.0,95.0,6,1994,True
桑尼小镇 , 2室1厅 , 73.95平米 ,华南,14199.0,105.0,15,2014,False
中体奥林匹克花园 , 2室2厅 , 93.11平米 ,溪之谷,7196.0,67.0,14,2015,False
北甸街 , 2室1厅 , 62.4平米 ,辽师,11026.0,68.8,7,1996,True
星海大观 , 2室1厅 , 102.14平米 ,星海广场,16155.0,165.0,50,2010,True
新日里小区 , 2室1厅 , 67.6平米 ,东山,6214.0,42.0,6,1995,False
侯一小区 , 2室1厅 , 53.75平米 ,侯家沟,7498.0,40.3,7,1993,True
锦云中园 , 2室1厅 , 72.66平米 ,锦绣,8231.0,59.8,7,1996,False
春华山小区 , 2室1厅 , 59.35平米 ,寺儿沟,8425.0,50.0,7,1997,False
星海大观 , 2室1厅 , 94.39平米 ,星海广场,21189.0,200.0,50,2010,False
运达嘉洲阳光 , 2室1厅 , 78.74平米 ,二七,19813.0,156.0,30,2007,True
刘家桥 , 2室2厅 , 74.45平米 ,春柳,9671.0,72.0,7,1990,False
高洁巷 , 2室1厅 , 65.35平米 ,景山,9105.0,59.5,7,1993,False
千山心城 , 3室2厅 , 117.68平米 ,山东路,12577.0,148.0,6,2003,False
西关街 , 1室1厅 , 48.28平米 ,辽师,9943.0,48.0,7,1997,True
彩虹园 , 2室1厅 , 69.17平米 ,马栏,10410.0,72.0,7,2003,True
红旗东路 , 2室1厅 , 71.08平米 ,马栏,10552.0,75.0,6,2000,True
倚园里小区 , 2室2厅 , 84.25平米 ,倚山里,8072.0,68.0,6,2000,False
锦绣园 , 3室2厅 , 104.34平米 ,锦绣,12460.0,130.0,7,2000,False
春风巷 , 3室1厅 , 87.78平米 ,春柳,10026.0,88.0,7,1993,True
由家村 , 2室1厅 , 44.98平米 ,软件园,14852.0,66.8,7,1990,True
东方星海 , 1室1厅 , 61.2平米 ,星海广场,19608.0,120.0,30,2009,True
绿波B区 , 2室1厅 , 64.49平米 ,春柳,8684.0,56.0,7,1998,False
星海大观 , 2室1厅 , 102.14平米 ,星海广场,16155.0,165.0,50,2010,True
锦云中园 , 2室1厅 , 72.66平米 ,锦绣,8231.0,59.8,7,1996,False
千山心城 , 3室2厅 , 117.68平米 ,山东路,12577.0,148.0,6,2003,False
彩虹园 , 2室1厅 , 69.17平米 ,马栏,10410.0,72.0,7,2003,True
远洋自然 , 1室1厅 , 83.94平米 ,华南,15130.0,127.0,26,2010,True
谷歌里 , 2室0厅 , 52.59平米 ,七贤岭,13311.0,70.0,5,2009,False
文体街 , 2室1厅 , 57.42平米 ,甘井子,8360.0,48.0,7,1990,False
青松南里 , 2室1厅 , 119平米 ,红梅翠竹,7564.0,90.0,29,2010,False
东城天下 , 5室3厅 , 180.33平米 ,东城,5490.0,99.0,6,2005,False
锦云中园 , 2室2厅 , 90.32平米 ,锦绣,9301.0,84.0,7,1996,False
亿达春田晴湾 , 4室2厅 , 159.95平米 ,辛寨子,12504.0,200.0,24,2013,False
倚园里小区 , 2室1厅 , 82.86平米 ,倚山里,6276.0,52.0,7,2000,False
中海青年客 , 2室1厅 , 82.96平米 ,万达,18684.0,155.0,32,2014,True
岭秀滨城悦和中园 , 2室2厅 , 95.64平米 ,辛寨子,11816.0,113.0,13,2009,False
依云溪谷 , 2室2厅 , 88.5平米 ,溪之谷,11187.0,99.0,11,2010,False
华南花园 , 3室1厅 , 93.54平米 ,名贵,8660.0,81.0,7,2000,True
翠南隆达院 , 2室1厅 , 104平米 ,红梅翠竹,14424.0,150.0,7,1998,False
千山心城 , 2室2厅 , 94.58平米 ,山东路,13534.0,128.0,6,2003,False
都悦里 , 2室1厅 , 68.1平米 ,金湾新城,5140.0,35.0,7,1998,False
九龙汇 , 2室1厅 , 75.45平米 ,海富,6892.0,52.0,25,2009,False
侯一小区 , 2室1厅 , 48.04平米 ,侯家沟,8535.0,41.0,7,1993,True
海景园 , 2室1厅 , 135.42平米 ,华乐,12702.0,172.0,5,1999,True
远洋自然 , 3室2厅 , 138.23平米 ,华南,14831.0,205.0,26,2010,True
景润一期 , 3室2厅 , 121平米 ,北京公园,10331.0,125.0,7,2000,False
祥和园 , 2室2厅 , 79.9平米 ,西山水库,11014.0,88.0,7,2002,True
祥和园 , 2室2厅 , 79.9平米 ,西山水库,11014.0,88.0,7,2002,True
壹品星海一期 , 2室1厅 , 101平米 ,星海广场,19802.0,200.0,33,2005,True
鹏莱花园 , 2室1厅 , 72.5平米 ,黑石礁,12000.0,87.0,7,1998,True
台四小区 , 3室2厅 , 82.28平米 ,南沙,13126.0,108.0,6,1996,False
绿波B区 , 2室1厅 , 71.54平米 ,春柳,8527.0,61.0,7,1998,False
左岸经典 , 1室1厅 , 70.76平米 ,红梅翠竹,7915.0,56.0,32,2010,False
金润小区B区 , 2室1厅 , 53.98平米 ,金润,7040.0,38.0,6,2010,False
锦绣园 , 2室2厅 , 77.71平米 ,锦绣,14284.0,111.0,6,2000,False
三寰芳草园 , 2室2厅 , 124.12平米 ,阳光月秀,13536.0,168.0,10,2003,False
水木清华 , 2室1厅 , 58.19平米 ,溪之谷,11343.0,66.0,6,2009,False
华润海中国五期 , 2室1厅 , 88.97平米 ,华润海中国,12027.0,107.0,33,2015,False
解放街 , 3室1厅 , 97.47平米 ,南山,20314.0,198.0,7,1992,True
热岛黄金海岸 , 2室1厅 , 91平米 ,华润海中国,9176.0,83.5,34,2010,False
连桥巷 , 2室2厅 , 76平米 ,石道街,12632.0,96.0,7,1990,False
美域盛景 , 2室2厅 , 96平米 ,美域盛景,13334.0,128.0,5,2008,False
骏腾名苑 , 2室2厅 , 99.35平米 ,美域盛景,12582.0,125.0,11,2008,False
名贵山庄华丽园 , 2室2厅 , 95.7平米 ,名贵,12017.0,115.0,6,2002,True
亿达普罗旺斯二期 , 3室2厅 , 142.47平米 ,小平岛,16987.0,242.0,11,2014,False
新丽街 , 2室1厅 , 59.25平米 ,新起屯,8777.0,52.0,7,2000,False
西山逸林 , 2室2厅 , 96平米 ,万科假日,11250.0,108.0,11,2009,False
新财富大厦 , 1室0厅 , 37.34平米 ,红梅翠竹,8570.0,32.0,17,2007,True
红星海世界观二期果岭墅 , 4室2厅 , 266平米 ,红星海,18046.0,480.0,30,2012,False
永乐铭庭 , 2室1厅 , 79.85平米 ,连大,7640.0,61.0,13,2010,False
第五郡六号地 , 4室4厅 , 162.42平米 ,第五郡,25182.0,409.0,4,2012,True
倚山里小区 , 1室1厅 , 51.69平米 ,倚山里,6191.0,32.0,6,1996,False
拥军小区 , 2室1厅 , 60.5平米 ,光明,6612.0,40.0,6,2002,False
星海国际金融中心 , 5室3厅 , 429.74平米 ,星海广场,20711.0,890.0,40,2013,True
山海巷 , 2室1厅 , 42.55平米 ,青云街,8931.0,38.0,5,1994,False
星浦庄园 , 1室1厅 , 59.7平米 ,黑石礁,8878.0,53.0,7,1997,False
水木清华 , 3室2厅 , 130.99平米 ,溪之谷,8780.0,115.0,11,2009,False
泡崖三区 , 2室1厅 , 67.5平米 ,泡崖市场,8667.0,58.5,7,1995,False
宏都筑景Ⅰ期 , 2室2厅 , 61平米 ,孙家沟,18033.0,110.0,19,2009,True
美域盛景 , 3室2厅 , 134平米 ,美域盛景,12836.0,172.0,23,2008,False
万科溪之谷 , 3室2厅 , 96.11平米 ,溪之谷,9989.0,96.0,27,2007,False
万科假日风景 , 2室2厅 , 85.1平米 ,万科假日,17627.0,150.0,11,2008,False
恒利御园 , 2室2厅 , 107.7平米 ,唐山街,11143.0,120.0,14,2008,False
万国宫馆一期 , 3室2厅 , 133平米 ,红梅翠竹,12031.0,160.0,32,2009,False
众益阳光海岸 , 3室2厅 , 138平米 ,海富,9856.0,136.0,11,2005,False
锦华北园 , 3室2厅 , 135平米 ,锦绣,8741.0,118.0,6,2002,True
生辉第一城 , 3室1厅 , 122.84平米 ,城润,7490.0,92.0,30,2007,True
兰丰巷 , 2室1厅 , 49.91平米 ,马栏,8015.0,40.0,6,1992,True
硅谷假日 , 2室2厅 , 91.98平米 ,万达,18483.0,170.0,6,2005,True
21中天兴花园三期 , 4室2厅 , 176.86平米 ,中山公园,19790.0,350.0,6,2000,True
万科溪之谷 , 2室2厅 , 106平米 ,溪之谷,12736.0,135.0,27,2007,False
依云溪谷 , 3室3厅 , 89平米 ,溪之谷,17416.0,155.0,5,2010,False
招商兰溪谷 , 4室2厅 , 170.49平米 ,万达,20530.0,350.0,27,2016,True
远洋钻石湾二期 , 3室2厅 , 100.26平米 ,鹏辉,19749.0,198.0,23,2015,False
柏悦国际公寓 , 1室0厅 , 37.09平米 ,万达,17795.0,66.0,31,2012,True
金源北里安居小区 , 2室2厅 , 73.75平米 ,金源,7594.0,56.0,6,1999,False
生辉第一城 , 2室1厅 , 44.25平米 ,城润,8588.0,38.0,18,2007,True
亿达春田晴湾 , 3室2厅 , 143.7平米 ,辛寨子,12387.0,178.0,24,2013,False
嘉安边防家园 , 3室2厅 , 137平米 ,美林园,9490.0,130.0,10,2009,False
